"cliente","cidade","estado","cpf","cnpj","produto","quantidade","valor_unitário","valor_custo","valor_total","data_venda","tipo_frete","valor_frete","status_venda"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Relógio Digital","16","2411.36","1386.93","38581.76","16/06/2023","FOB","","Em Análise"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Kit Gamer Completo","4","5116.79","2818.98","20467.16","03/10/2024","CIF","135.17","Pendente"
"Mirella Castro","Belém","PA","204.535.546-30","","Mesa Gamer","17","11690.31","4489.45","198735.27","09/20/2024","FOB","","Em Análise"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Lápis de Cor","6","2755.56","1224.15","16533.36","03/31/2024","CIF","192.19","Pendente"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Estojo Escolar","29","7381.94","4882.25","214076.26","05/07/2023","CIF","28.82","Concluída"
"Comercial Andrade Ltda","Curitiba","PR","","55.537.611/1556-06","Caneta Esferográfica","15","10404.39","4492.84","156065.85","02/04/2024","CIF","181.09","Pendente"
"Lucas Barros","São Paulo","SP","313.198.334-79","","Teclado Mecânico","8","6178.31","2746.51","49426.48","31/01/2024","CIF","157.06","Cancelada"
"Ribeiro Equipamentos","Rio de Janeiro","RJ","","21.859.188/4400-92","Cadeira Ergonômica","30","1834.61","1417.54","55038.3","28/06/2024","FOB","","Pendente"
"Alpha Distribuidora","Curitiba","PR","","41.992.958/0340-98","Monitor Full HD","10","4071.62","2142.21","40716.2","19/03/2024","CIF","129","Concluída"
"Daniel Lobo","São Paulo","SP","550.369.280-76","","Relógio Digital","6","7014.67","3080.95","42088.02","10/19/2023","FOB","","Em Análise"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mouse Sem Fio","12","2214.57","1976.38","26574.84","06/12/2024","FOB","","Concluída"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Estojo Escolar","10","3845.01","2166.8","38450.1","11/13/2023","CIF","42.82","Pendente"
"Mariana Gomes","Curitiba","PR","662.049.694-89","","Estojo Escolar","29","5297.53","2166.8","153628.37","06/02/2024","CIF","79.86","Pendente"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Carteira Masculina","1","2811.5","1006.08","2811.5","07/07/2023","CIF","136.59","Pendente"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Estante de Livros","28","5517.9","2068.63","154501.2","24/06/2024","FOB","","Pendente"
"TechInfo Solutions","Manaus","AM","","23.142.529/9475-25","Smartphone Importado","7","4168.38","2828.32","29178.66","12/02/2024","CIF","85.84","Em Análise"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Caixa de Som Smart","13","12063.89","4985.88","156830.57","09/08/2023","FOB","","Em Análise"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Notebook Gamer","16","9934.36","3572.62","158949.76","08/11/2024","CIF","97.82","Concluída"
"Mariana Gomes","Curitiba","PR","662.049.694-89","","Óculos de Sol","12","5854.44","2535.16","70253.28","07/22/2024","FOB","","Concluída"
"Larissa Ferreira","Manaus"," Rs","450.010.242-24","","Headset USB","29","4852.41","3076.89","140719.89","03/26/2024","FOB","","Em Análise"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Gaveteiro com Rodas","13","5208.69","4073.04","67712.97","14/01/2023","CIF","42.19","Em Análise"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Mochila Executiva","22","2414.67","974.18","53122.74","11/30/2023","CIF","160.35","Concluída"
"Felipe Moreira","Manaus","AM","247.173.034-32","","Relógio Digital","24","3776.51","1386.93","90636.24","26/10/2024","FOB","","Em Análise"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Pulseira Esportiva","6","127.83","75.48","766.98","07/17/2023","FOB","","Concluída"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Cadeira Ergonômica","26","4545.92","2260.23","118193.92","27/09/2024","CIF","118.54","Cancelada"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Mesa Gamer","20","3685.59","2892.85","73711.8","20/05/2024","CIF","59.23","Em Análise"
"Lucas Barros","São Paulo","SP","313.198.334-79","","Carteira Masculina","20","9466.65","4933.33","189333","03/10/2023","CIF","111.66","Concluída"
"Renato Carvalho","Recife","PE","071.142.172-58","","Notebook Comum","12","6890.6","2512.43","82687.2","08/02/2024","CIF","113.44","Pendente"
"Lucas Barros","São Paulo","SP","313.198.334-79","","Cadeira Ergonômica","13","4931.85","2367.35","64114.05","19/09/2024","CIF","170.55","Pendente"
"Mercado Novo Sul","Rio de Janeiro","RJ","","48.793.803/7889-04","Caneta Esferográfica","1","7786.33","3639.04","7786.33","08/29/2023","CIF","182.58","Em Análise"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Bolsa de Viagem","22","4977.13","3263.71","109496.86","10/13/2024","CIF","94.6","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Mesa de Escritório","24","2258.32","1177.07","54199.68","13/09/2024","FOB","","Cancelada"
"Ana Paula Silva","Brasília","DF","862.295.268-57","","Carteira Masculina","19","5665.86","2998.08","107651.34","02/04/2023","FOB","","Cancelada"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Carteira Masculina","6","4406.7","3940.74","26440.2","22/12/2023","CIF","151.14","Pendente"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Drone Compacto","18","83.08","42.58","1495.44","13/02/2024","FOB","","Cancelada"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","PC Gamer","21","2396.32","1403.17","50322.72","04/22/2024","CIF","186.95","Em Análise"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Mouse Sem Fio","16","9663.45","3983.86","154615.2","25/10/2024","CIF","85.27","Em Análise"
"Renato Carvalho","Recife","PE","071.142.172-58","","Agenda 2025","5","3501.96","1488.27","17509.8","18/05/2023","CIF","162.32","Concluída"
"Prime Office Supplies","Belém","Prr","","15.193.269/0057-63","Bolsa de Viagem","23","4036.94","2508.59","92849.62","30/04/2024","FOB","","Pendente"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Notebook Comum","11","5749.32","2512.43","63242.52","02/06/2023","CIF","122.99","Cancelada"
"Beatriz Correia","Salvador","BA","511.440.560-17","","PC de Escritório","26","133.15","81.54","3461.9","13/09/2023","CIF","79.27","Pendente"
"Comercial Andrade Ltda","Curitiba","PR","","55.537.611/1556-06","Mouse Sem Fio","29","4047.68","1976.38","117382.72","11/20/2024","CIF","111.92","Concluída"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Headset USB","4","8070.67","3076.89","32282.68","06/04/2024","FOB","","Em Análise"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Cadeira Ergonômica","9","5908.64","2367.35","53177.76","30/10/2024","CIF","121.22","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Marcador Permanente","29","7276.89","2975.84","211029.81","02/05/2023","CIF","60.14","Em Análise"
"Mercado Novo Sul","Rio de Janeiro","RJ","","48.793.803/7889-04","Smartphone Importado","21","4814.98","2828.32","101114.58","21/06/2023","FOB","","Pendente"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Notebook Gamer","11","3110.69","1465.32","34217.59","06/01/2023","FOB","","Pendente"
"MaxxiTech Components","Salvador","BA","","33.181.017/5893-40","Óculos de Sol","16","7558.01","3325.08","120928.16","24/04/2024","FOB","","Pendente"
"Ribeiro Equipamentos","Rio de Janeiro","RJ","","21.859.188/4400-92","Estojo Escolar","21","13649.46","4882.25","286638.66","26/04/2024","CIF","68.23","Cancelada"
"Delta Service Brasil","São Paulo","SP","","33.010.213/1465-22","Mouse Sem Fio","20","10881.82","3983.86","217636.4","09/09/2023","FOB","","Em Análise"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","PC de Escritório","10","12161.4","4816.22","121614","15/02/2023","CIF","127.01","Pendente"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Bolsa de Viagem","16","6242.23","2784.48","99875.68","19/05/2024","CIF","37.3","Concluída"
"Ribeiro Equipamentos","Rio de Janeiro","Ba","","21.859.188/4400-92","Cadeira Ergonômica","9","1879.43","1417.54","16914.87","20/04/2024","CIF","53.59","Cancelada"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Fone Bluetooth","22","6193.07","4976.19","136247.54","02/06/2024","FOB","","Concluída"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Fone Bluetooth","22","6193.07","4976.19","136247.54","02/06/2024","FOB","","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Caderno Universitário","3","8424.74","4318.97","25274.22","05/23/2023","CIF","67.6","Concluída"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Caderno Universitário","29","5044.04","3869.27","146277.16","10/22/2023","FOB","","Concluída"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Marcador Permanente","28","10253.11","4397.9","287087.08","10/08/2023","CIF","49.97","Pendente"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Marcador Permanente","27","4194.97","3770.06","113264.19","03/26/2023","CIF","37.65","Pendente"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Teclado Mecânico","11","6430.16","2531.95","70731.76","15/01/2023","FOB","","Concluída"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Cadeira Ergonômica","9","3160.52","2367.35","28444.68","08/01/2023","FOB","","Em Análise"
"Hugo Martins","Manaus","AM","181.125.206-47","","Relógio Digital","29","8281.24","4883.82","240155.96","31/10/2024","FOB","","Em Análise"
"Fortline Comércio Geral","Belém","SPP","","62.057.831/3216-20","Notebook Gamer","14","4609.91","2471.63","64538.74","24/03/2023","CIF","119.78","Concluída"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Mini Projetor","4","3445.47","1788.53","13781.88","18/02/2023","CIF","70.43","Concluída"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Pulseira Esportiva","18","4888.59","3664.25","87994.62","03/31/2023","FOB","","Concluída"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","Caixa de Som Smart","17","4472.52","2727.77","76032.84","12/03/2024","CIF","96.65","Concluída"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Smartphone Importado","10","4616.25","2828.32","46162.5","11/09/2024","CIF","193.33","Concluída"
"Renato Carvalho","Recife","PE","071.142.172-58","","Estante de Livros","11","10511.16","3869.96","115622.76","12/09/2024","FOB","","Concluída"
"Mariana Gomes","Curitiba","PR","662.049.694-89","","Estante de Livros","18","6140.53","3981.85","110529.54","05/07/2023","FOB","","Em Análise"
"Mirella Castro","Belém","PA","204.535.546-30","","Mini Projetor","18","7620.99","3476.57","137177.82","10/05/2024","CIF","153.92","Cancelada"
"Renato Carvalho","Recife","PE","071.142.172-58","","Pulseira Esportiva","10","186.86","75.48","1868.6","08/12/2023","FOB","","Em Análise"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Carteira Masculina","1","1947.16","1006.08","1947.16","12/16/2023","FOB","","Concluída"
"LogiCenter Brasil","Salvador","BA","","26.929.896/9741-00","Mesa Gamer","22","5279.37","4090.45","116146.14","25/05/2023","FOB","","Pendente"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Drone Compacto","26","2394.6","896.51","62259.6","05/11/2023","CIF","52.62","Concluída"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Smartphone Importado","18","3070.95","2603.36","55277.1","11/09/2024","CIF","123.25","Concluída"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Mesa Gamer","7","1121.75","656.53","7852.25","08/19/2023","CIF","113.58","Pendente"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Estante de Livros","11","2222.7","1381.02","24449.7","12/07/2024","FOB","","Cancelada"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Lápis de Cor","30","8274.23","4686.16","248226.9","18/02/2023","FOB","","Cancelada"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Agenda 2025","","3131.18","1904.26","50098.88","07/11/2023","CIF","169.25","Cancelada"
"Mirella Castro","Belém","PA","204.535.546-30","","Bolsa de Viagem","30","10660.14","4349.02","319804.2","10/08/2023","FOB","","Em Análise"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Notebook Comum","10","11046.01","4230.52","110460.1","06/21/2023","FOB","","Pendente"
"Mirella Castro","Belém","PA","204.535.546-30","","Monitor Full HD","18","5679.48","2142.21","102230.64","01/25/2023","FOB","","Pendente"
"Patrícia Moura","Porto Alegre","RS","446.073.750-07","","Bloco de Notas","","5523.54","3573.49","88376.64","26/06/2024","FOB","","Pendente"
"Delta Service Brasil","São Paulo","SP","","33.010.213/1465-22","Pulseira Esportiva","19","7711.67","3664.25","146521.73","15/01/2024","CIF","73.74","Em Análise"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Mouse Sem Fio","22","12237.75","4642.02","269230.5","29/08/2023","FOB","","Cancelada"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Mouse Sem Fio","22","12237.75","4642.02","269230.5","29/08/2023","FOB","","Cancelada"
"Comercial Andrade Ltda","Curitiba","PR","","55.537.611/1556-06","Bloco de Notas","17","356.02","303.89","6052.34","09/09/2024","FOB","","Pendente"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Bolsa de Viagem","16","4519.34","2784.48","72309.44","22/03/2023","FOB","","Concluída"
"Camila Pires","Manaus","AM","899.777.131-83","","Relógio Digital","20","7152.14","4883.82","143042.8","03/09/2023","CIF","128.05","Cancelada"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Pulseira Esportiva","5","2892.13","1778.19","14460.65","22/10/2023","CIF","175.67","Cancelada"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Relógio Digital","15","222.33","85.11","3334.95","06/02/2024","CIF","101.26","Concluída"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Drone Compacto","22","3660.7","1307.68","80535.4","03/22/2023","CIF","34.99","Em Análise"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Notebook Gamer","23","6299.63","3642.58","144891.49","04/14/2024","CIF","145.51","Em Análise"
"Fortline Comércio Geral","Belém","PA","","62.057.831/3216-20","Mesa Gamer","23","6474.2","3811.29","148906.6","10/05/2023","CIF","88.94","Cancelada"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Carteira Masculina","8","6610.5","2998.08","52884","03/08/2023","FOB","","Cancelada"
"Prime Office Supplies","Belém","PA","","15.193.269/0057-63","Lápis de Cor","4","7885.1","4686.16","31540.4","28/10/2024","CIF","48.56","Concluída"
"Mariana Gomes","Curitiba","PR","662.049.694-89","","Agenda 2025","8","6723.42","3096.3","53787.36","22/08/2023","FOB","","Cancelada"
"Rogério Matos","São Paulo","SP","263.971.756-39","","Bolsa de Viagem","13","6539.12","2377.28","85008.56","25/07/2024","FOB","","Concluída"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Armário de Aço","15","5593.92","4572.78","83908.8","30/04/2024","FOB","","Cancelada"
"Alpha Distribuidora","Curitiba","am ","","41.992.958/0340-98","Mesa Gamer","19","1795.72","656.53","34118.68","05/06/2024","FOB","","Cancelada"
"Carlos Eduardo Lima","Brasília","DF","768.734.911-59","","Relógio Digital","15","12126.09","4675.67","181891.35","29/10/2024","CIF","103.74","Concluída"
"Larissa Ferreira","Manaus","AM","450.010.242-24","","Monitor Full HD","26","6565.08","2823.3","170692.08","17/03/2023","CIF","86.96","Concluída"
"UniFlex Comercial","Manaus","AM","","53.020.698/5267-01","Armário de Aço","18","2566.7","1310.02","46200.6","10/10/2024","FOB","","Cancelada"
"Moura & Filhos ME","Brasília","DF","","35.982.399/2390-09","","7","4400.48","1856.92","30803.36","01/06/2024","CIF","180.37","Pendente"
"Simone Teixeira","Rio de Janeiro","RJ","499.655.531-18","","Caneta Esferográfica","18","7808.44","4492.84","140551.92","16/01/2024","CIF","64","Concluída"
"Patrícia Moura","Porto Alegre","RS","446.073.750-07","","Caderno Universitário","25","6177.08","4318.97","154427","27/01/2023","FOB","","Cancelada"
"Mariana Gomes","Curitiba","PR","662.049.694-89","","Smartphone Importado","16","6263.06","3222.18","100208.96","11/28/2023","CIF","35.76","Pendente"
"Mirella Castro","Belém","PA","204.535.546-30","","Óculos de Sol","30","1316.42","573.74","39492.6","05/14/2023","CIF","142.78","Cancelada"
"Prime Office Supplies","Belém","Ba","","15.193.269/0057-63","Mesa de Escritório","2","10147.96","4824.31","20295.92","27/10/2023","FOB","","Pendente"
"Beatriz Correia","Salvador","BA","511.440.560-17","","Mesa Gamer","16","9980.06","4489.45","159680.96","04/12/2023","CIF","109.52","Concluída"
"Fernanda Almeida","Recife","PE","726.932.467-29","","Marcador Permanente","22","6726.8","2504.71","147989.6","11/10/2024","FOB","","Em Análise"
"Ana Paula Silva","Brasília"," Df","862.295.268-57","","Armário de Aço","6","4772.08","3305.87","28632.48","31/05/2023","FOB","","Cancelada"
"Rafael Andrade","Porto Alegre","RS","618.986.735-72","","Smartphone Importado","29","5456.2","2255.68","158229.8","24/10/2023","CIF","147.82","Pendente"
"Global Trade Importações","Porto Alegre","RS","","36.069.625/1720-12","Smartphone Importado","15","179.57","67.58","2693.55","11/05/2023","CIF","30.71","Em Análise"
"Mercado Novo Sul","Rio de Janeiro","RJ","","48.793.803/7889-04","Caneta Esferográfica","14","9420.17","4492.84","131882.38","20/02/2023","CIF","128.19","Concluída"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Smartphone Importado","18","8778.62","4459.84","158015.16","04/10/2023","CIF","133.23","Cancelada"
"João Victor Ribeiro","Belém","PA","178.754.043-55","","Estante de Livros","13","564.55","221.25","7339.15","01/10/2024","CIF","21.45","Concluída"
"CenterPro Equipamentos","Manaus","AM","","16.698.635/0233-57","Armário de Aço","17","9185.67","3305.87","156156.39","15/01/2023","FOB","","Em Análise"
